Target,,,,,Accounts,,,,,,API Calls,,,,,,Algorithm,Supported Algorithms,,,,,,,,,,Modes,,,,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Credential ID Length,Credential ID Unused,,,Allow Credentials,Non-Discoverable Identification,Discoverable Identification,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Backup Eligible,,Signature,Signature Counter,,,,,Account Enumeration,,,Registration,,,Authentication,,,Responsible Disclosure,,,
Microsoft Entra,azure.com,17,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft ,live.com,18,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
live.com,live.com,18,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn,linkedin.com,19,LJ,LJ,TRUE,TRUE,TRUE,https://www.linkedin.com/login,https://www.linkedin.com/mypreferences/d/passkey,Password + [Email],"{
  ""rp"": {
    ""name"": ""LinkedIn"",
    ""id"": ""www.linkedin.com""
  },
  ""user"": {
    ""name"": ""axel.attacker@gmail.com"",
    ""displayName"": ""axel.attacker@gmail.com"",
    ""id"": ""QVFGYUZmZ0g4dHB0dkE""
  },
  ""challenge"": ""zIIhI--yRYijgjMiMUiF8g"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""requireResidentKey"": true,
    ""userVerification"": ""preferred""
  }
}","{
  ""origin"": ""https://www.linkedin.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""QWdHZExQMmdwZ3J4cHdBQUFaaGdkQVdZMHJhVWJsRTkxb0stVUJDNTJHVm5PbGxZWWJTOVQ3cG9sX01Zdi0wbk5XOGUxZExYMjhNaHQ4ZldkUDBxeEFrZU1USnltTHQwVlpz"",
  ""rpId"": ""www.linkedin.com"",
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://www.linkedin.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,TRUE,Success,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
Amazon,amazon.com,23,LJ,AM,TRUE,TRUE,TRUE,https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2F%3Fref_%3Dnav_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,https://www.amazon.com/ax/claim/webauthn/enroll,[Email],"{
  ""rp"": {
    ""name"": ""Amazon"",
    ""id"": ""amazon.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""YmM4OTc1YTkxYTA3MWQxMGZmZjk1ODFlMjZkNDc0MmJiOWNlNjUxNTA0YWNiZjhhNzQxODRlMTAzYzg5MzE3Yg""
  },
  ""challenge"": ""3yqVpn031Pm2V_TnJCt2SH8zXDrYE_30"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""bx_wkGjlPSlev_pppZuL2LwegGS7unYuxRTGMwvAk4s"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""direct""
}","{
  ""origin"": ""https://www.amazon.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""7LdHXvQeHJBnLp1IiVruwskgbMnnMFQ1"",
  ""timeout"": 900000,
  ""rpId"": ""amazon.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""hBxCMH3Cl_1ApWenqCKVQ_MNnmX9SAu-ncS23JKltAc"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://www.amazon.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Success,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Success,Success,Failure,Failure,N/A,Success,N/A,Success,Success,Failure,Failure,Failure,Failure,Failure,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Success,Success,Failure,Failure,N/A,Failure,N/A,Success,Success,Success,Failure,Success,,,,Failure,TRUE,TRUE,TRUE,-,Password prompt,"{
  ""challenge"": ""AG4GMMHWW_BDEZWLwkaJZEJ_ChYirzHl"",
  ""timeout"": 900000,
  ""rpId"": ""amazon.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""DoGrM_4RRMFsfomUPyDpNTn_n7XSolJYle09PEkVE6w"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}",Looks like you're new to Amazon,Password prompt,"{
  ""challenge"": ""AG4GMMHWW_BDEZWLwkaJZEJ_ChYirzHl"",
  ""timeout"": 900000,
  ""rpId"": ""amazon.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""DoGrM_4RRMFsfomUPyDpNTn_n7XSolJYle09PEkVE6w"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}",,,amazon.com,
Wikipedia,wikipedia.org,27,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft 365 Business/Enterprise/Education,microsoftonline.com,30,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GitHub,github.com,34,LJ,MW,TRUE,TRUE,TRUE,https://github.com/login,https://github.com/settings/security,-,"{
  ""rp"": {
    ""name"": ""GitHub"",
    ""id"": ""github.com""
  },
  ""user"": {
    ""name"": ""donalddemoson"",
    ""displayName"": ""donalddemoson"",
    ""id"": ""BK37WDK2O3A8QsOj7rMYCilUpPmUPcBA85-OhIqKQX-hANsluaSmVRk4ym8taRMFH6fyGJ8c_6MTwzv7VS5rpA""
  },
  ""challenge"": ""X9GjlnrEsLFcTbL_MBZ3EeSn7OkuljdOi8HRDjJbVjM"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""X_vf1To1NTg1ugUoCaDZHHRNC45pVs4KoLSs089INHY"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""S4AvKlWOPBLRs4wMjthrFBAol2mcN9j0ncCCraNSDvs"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""userVerification"": ""required""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""appidExclude"": ""https://github.com/u2f/trusted_facets"",
    ""credProps"": true
  }
}","{
  ""origin"": ""https://github.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""myq03s9jwGTs0WxVfPdZmVq6EsBOd0Q2L3V3yX9EFTc"",
  ""timeout"": 60000,
  ""rpId"": ""github.com"",
  ""allowCredentials"": [],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://github.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Success,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Success,Success,Derived,N/A,Failure,Failure,N/A,Success,Failure,Success,Failure,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Success,Success,Derived,Derived,Failure,Failure,N/A,Failure,Failure,Success,Success,Success,Failure,Failure,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
iCloud,icloud.com,50,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahoo!,yahoo.com,55,LJ,LJ,TRUE,TRUE,TRUE,https://login.yahoo.com/,https://login.yahoo.com/myaccount/security,-,"{
  ""rp"": {
    ""name"": ""login.yahoo.com"",
    ""id"": ""login.yahoo.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""VDJPNkdQRlVLRDZTQ0tLUUhXUDRITTM3RlU""
  },
  ""challenge"": ""BWj0BGZj9q__YCIKRQ7dPbIW10BdkthliMsk6s8VKko"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    }
  ],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""platform"",
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""direct""
}","{
  ""origin"": ""https://login.yahoo.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""n0iC-p9vOVFcg6-_ctouBmjGA7NtwLi8Lcdobdr497o"",
  ""timeout"": 50000,
  ""rpId"": ""login.yahoo.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://login.yahoo.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Success,Derived,Failure,Failure,Failure,Success,Derived,Derived,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Success,Success,Failure,Failure,Failure,Failure,Success,N/A,Success,Derived,Failure,Failure,Failure,Success,Derived,Derived,Success,Success,Derived,Derived,Success,Derived,Derived,Success,N/A,Success,Success,Success,Failure,Success,,,,Failure,TRUE,TRUE,TRUE,-,Ein Yahoo Account mit dieser E-Mail-Adresse ist bereits vorhanden.,Ein Yahoo Account mit dieser E-Mail-Adresse ist bereits vorhanden.,Diese E-Mail-Adresse ist uns leider nicht bekannt.,Password prompt,"{
  ""challenge"": ""v-KxlZ8-v6UwLNqbuyqMBpqiMabLbEKXtu8sVObP55I"",
  ""timeout"": 50000,
  ""rpId"": ""login.yahoo.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    }
  ],
  ""userVerification"": ""preferred""
}",,,yahoo.com,
Yahoo mail,yahoo.com,55,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roblox,roblox.com,58,LJ,AM,TRUE,TRUE,TRUE,https://www.roblox.com/login,https://www.roblox.com/my/account#!/info,Email || Password || Passkey + [Captcha],"{
  ""rp"": {
    ""name"": ""Roblox"",
    ""id"": ""roblox.com""
  },
  ""user"": {
    ""name"": ""donalddemoson"",
    ""displayName"": ""donalddemoson"",
    ""id"": ""akRBZERPVi80elk9LTE""
  },
  ""challenge"": ""5V8aeyw11Swg0GJZ-Qtz-QmeRV9Ylc_ioqIGfEPWDN8"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""requireResidentKey"": true,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""direct""
}","{
  ""origin"": ""https://www.roblox.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""3nzU4uANBr3GHPwrHhYXWMWm2VvkrBTKjAZEyna8Av8"",
  ""timeout"": 300000,
  ""rpId"": ""roblox.com"",
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://www.roblox.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Success,Failure,Failure,N/A,Failure,N/A,Success,Success,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Success,Success,Success,Failure,Success,,,,Failure,N/A,N/A,N/A,,,,,,,,,roblox.com,
WhatsApp (iOS and Android),whatsapp.com,59,,,Mobile App,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe,adobe.com,61,LJ,AM,TRUE,TRUE,TRUE,https://auth.services.adobe.com/de_DE/index.html,https://account.adobe.com/security,[Password],"{
  ""rp"": {
    ""name"": ""adobe.com"",
    ""id"": ""adobe.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""ZG9uYWxkLmRlbW9zb25AZ21haWwuY29t""
  },
  ""challenge"": ""qXfRxsouq8zq_-9z3HpD3U2wfhCX54oyY65xpR1yRjg"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 600000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""preferred"",
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""direct"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://account.adobe.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""aj-R-oiQrqfsRohKGnzK3pn-tAvVwDbRdkiBT_wJZbM"",
  ""timeout"": 60000,
  ""rpId"": ""adobe.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""bx_wkGjlPSlev_pppZuL2LwegGS7unYuxRTGMwvAk4s""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""5tuKz-CZqIZKZ44D7dfsqrxpIRoMdr0BFAjt1-PYFZI""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""S4AvKlWOPBLRs4wMjthrFBAol2mcN9j0ncCCraNSDvs""
    }
  ],
  ""userVerification"": ""preferred"",
  ""extensions"": {}
}","{
  ""origin"": ""https://auth.services.adobe.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Success,Success,Failure,Failure,N/A,Failure,N/A,Failure,Success,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Derived,Derived,Failure,Failure,N/A,Failure,N/A,Failure,Failure,Failure,Failure,Failure,,,,Failure,TRUE,TRUE,TRUE,-,Ein Konto mit dieser E-Mail-Adresse ist bereits vorhanden.,Ein Konto mit dieser E-Mail-Adresse ist bereits vorhanden.,Wir konnten kein Konto mit dieser E‑Mail-Adresse finden.,Password prompt,Passkey prompt,,,adobe.com,
X (Twitter) iOS,x.com,71,,,Duplicate,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TikTok,tiktok.com,72,,,Mobile App,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WordPress.com,wordpress.com,79,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gandi,gandi.net,84,VM,AM,TRUE,TRUE,TRUE,https://admin.gandi.net/?locale=en,https://account.gandi.net/en/users/donalddemoson/security,-,"{
  ""rp"": {
    ""name"": ""Gandi.net"",
    ""id"": ""gandi.net""
  },
  ""user"": {
    ""name"": ""donalddemoson"",
    ""displayName"": ""donalddemoson"",
    ""id"": ""8lJwTl2TEfCc7wAWPoFgIA""
  },
  ""challenge"": ""U6tcv0aa3N4sRVuKO95XCadhOOlnYyCK8pd6GAlb7I0"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""yUvs4cKuqDlKiAUzGKcsCqfDGM-scVLSbTF_NvpH994""
    }
  ],
  ""attestation"": ""direct"",
  ""extensions"": {
    ""appidExclude"": ""https://account.gandi.net/api/u2f/trusted_facets.json""
  }
}","{
  ""origin"": ""https://account.gandi.net"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""pk_z3hKHtDq-LZCxhM4tLCo27ZIzHcLYmKXWQdhuSdY"",
  ""rpId"": ""gandi.net"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""yUvs4cKuqDlKiAUzGKcsCqfDGM-scVLSbTF_NvpH994""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""yUvs4cKuqDlKiAUzGKcsCqfDGM-scVLSbTF_NvpH994""
    }
  ],
  ""extensions"": {
    ""appid"": ""https://account.gandi.net/api/u2f/trusted_facets.json""
  }
}","{
  ""origin"": ""https://id.gandi.net"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Success,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Success,Success,Failure,Failure,N/A,Failure,N/A,Success,Success,N/A,N/A,N/A,N/A,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Failure,Failure,N/A,Failure,N/A,Success,Success,Success,Failure,Success,,,,Failure,N/A,N/A,N/A,,,,,,,,,gandi.net,
Samsung,samsung.com,94,VM,,TRUE,TRUE,TRUE,https://account.samsung.com/iam/oauth2/authorize?client_id=6k38w8umrt&redirect_uri=https%3A%2F%2Fwww.samsung.com%2Faemapi%2Fv6%2Fdata-login%2FafterLogin.de.json&response_type=code&scope=&state=GLBk3aj5l1&locale=de-DE,https://v3.account.samsung.com/dashboard/security/passkeys,-,"{
  ""rp"": {
    ""name"": ""Samsung"",
    ""id"": ""account.samsung.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald"",
    ""id"": ""qlobg9WzFxknuLuKuTjO2Y676WWSsafqY5G3antyPgA""
  },
  ""challenge"": ""4Cwp8dCxJvl1kY-b34xD2vmeW6a6Lf1T1k_FCgB8Wow"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""yUvs4cKuqDlKiAUzGKcsCqfDGM-scVLSbTF_NvpH994""
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""preferred"",
    ""userVerification"": ""required""
  },
  ""attestation"": ""direct"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://v3.account.samsung.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""24rz64uU50qgnHkeKYytE_IHNUulkalm6Y0uFdZapmU"",
  ""rpId"": ""account.samsung.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""8I1R23LYTN1QoCW4_EsuRGNnoLr-qJ-K2q9wlGQMlIg""
    }
  ],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://account.samsung.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,TRUE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Failure,TRUE,TRUE,TRUE,-,Es ist bereits ein Konto mit dieser ID vorhanden.,Es ist bereits ein Konto mit dieser ID vorhanden.,Keine Konten mit dieser ID gefunden.,Password prompt,Passkey button,,,,
Snapchat,snapchat.com,101,,,Mobile App,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
